SEC Region,Organization CRD#,Additional CRD Number,Total number of additional CRD numbers,SEC#,Firm Type,CIK#,Total number of CIK numbers,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Private Residence Flag,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,Mail Office Private Residence Flag,Chief Compliance Officer Name,Chief Compliance Officer Other Titles,Chief Compliance Officer Telephone,Chief Compliance Officer Facsimile,Chief Compliance Officer Street Address 1,Chief Compliance Officer Street Address 2,Chief Compliance Officer City,Chief Compliance Officer State,Chief Compliance Officer Country,Chief Compliance Officer Postal Code,Chief Compliance Officer E-mail,Name of the other person compensating CCO,EIN of the Other person compensating CCO,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,1I,Website Address,Total Number of Website Addresses,Location of Books and Records Street Address 1,Location of Books and Records Street Address 2,Location of Books and Records City,Location of Books and Records State,Location of Books and Records Country,Location of Books and Records Postal Code,Total Number of Books and Records Locations,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),Count of IA Affiliates,Count of IA/BD Affiliates,Count of BD Affiliates,Control/Controlled by Related Person,Under Common Control,Share Supervised Persons,Share Location,7B,Count of Private Funds - 7B(1),Any PFs a Master,Any Hedge Funds,Total number of Hedge funds,Any Liquidity Funds,Total number of Liquidity funds,Any PE Funds,Total number of PE funds,Any Real Estate Funds,Total number of Real Estate funds,Any Securitized Funds,Total number of Securitized funds,Any VC Funds,Total number of VC funds,Any Other Funds,Total number of Other funds,Total Gross Assets of Private Funds,Count of Private Funds - 7B(2),10A,Count of Control person Public Reporting Company,11,11A(1),Count of 11A(1) disclosures,11A(2),Count of 11A(2) disclosures,11B(1),Count of 11B(1) disclosures,11B(2),Count of 11B(2) disclosures,11C(1),Count of 11C(1) disclosures,11C(2),Count of 11C(2) disclosures,11C(3),Count of 11C(3) disclosures,11C(4),Count of 11C(4) disclosures,11C(5),Count of 11C(5) disclosures,11D(1),Count of 11D(1) disclosures,11D(2),Count of 11D(2) disclosures,11D(3),Count of 11D(3) disclosures,11D(4),Count of 11D(4) disclosures,11D(5),Count of 11D(5) disclosures,11E(1),Count of 11E(1) disclosures,11E(2),Count of 11E(2) disclosures,11E(3),Count of 11E(3) disclosures,11E(4),Count of 11E(4) disclosures,11F,Count of 11F disclosures,11G,Count of 11G disclosures,11H(1)(a),Count of 11H(1)(a) disclosures,11H(1)(b),Count of 11H(1)(b) disclosures,11H(1)(c),Count of 11H(1)(c) disclosures,11H(2),Count of 11H(2) disclosures,12A,12B(1),12B(2),12C(1),12C(2)
HQ,315691,,,802-122342,ERA,,,POTENTIA CAPITAL,POTENTIA CAPITAL PTY LTD,"SUITE 3801, GATEWAY",1 MACQUARIE PLACE,"SYDNEY, NSW",,Australia,2000,N,61293666612,,0,,,,,,,,BETH DAVIS,FINANCIAL CONTROLLER,61403891706,,"SUITE 38.01, GATEWAY",1 MACQUARIE PLACE,"SYDNEY, NSW",,Australia,2000,BETH@POTENTIACAP.COM,,,ERA - Active,8/18/2021,,9/30/2024,21-Oct,Y,https://potentiacap.com/,2,,,,,,,0,Y,N,N,,ACN 169 877 445,N,Y,N,Corporation,,JUNE,,Australia,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,0,0,1,Y,N,Y,Y,Y,9,Y,N,,N,,Y,9,N,,N,,N,,N,,"1,053,683,946.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,163410,,,802-76145,ERA,,,PALATINE PRIVATE EQUITY LLP,PALATINE PRIVATE EQUITY LLP,"CHANCERY PLACE, 50 BROWN STREET",,MANCHESTER,,United Kingdom,M2 2JT,N,0044-161-214-4730,,2,,,,,,,,EDMUND FAZAKERLEY,MR,0044 161 214 4730,,"CHANCERY PLACE, 50 BROWN STREET",,MANCHESTER,,United Kingdom,M2 2JT,ED.FAZAKERLEY@PALATINEPE.COM,,,ERA - Active,3/30/2012,,3/26/2025,21-Oct,Y,HTTPS://WWW.PALATINEPE.COM,1,11 STRAND,,LONDON,,United Kingdom,WC2N 5HR,2,Y,N,N,,,N,Y,N,Limited Liability Partnership,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,Y,Y,Y,Y,18,Y,N,,N,,Y,16,N,,N,,N,,Y,2,"588,177,807.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,285924,,,802-110139,ERA,,,"TOWN HALL VENTURES, LLC","TOWN HALL VENTURES, LLC",72 GREENE STREET,FLOOR 5,NEW YORK,NY,United States,10012,N,646 503-2203,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/6/2017,,3/31/2025,21-Oct,Y,https://www.townhallventures.com/,2,9 OLD KINGS HIGHWAY SOUTH,,DARIEN,CT,United States,06820,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,N,N,N,Y,4,N,N,,N,,N,,N,,N,,Y,4,N,,"1,167,087,762.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,324685,,,802-127319,ERA,,,NEWSPACE CAPITAL GP S.A.,NEWSPACE CAPITAL GP S.A.,412F ROUTE D' ESCH,,LUXEMBOURG,,Luxembourg,1471,N,003522649792213,,1,,,,,,,,,,,,,,,,,,,,,ERA - Active,1/11/2023,,6/2/2025,21-Oct,Y,https://lu.linkedin.com/company/newspace-capital,3,,,,,,,0,N,N,N,,B228075,N,Y,N,Limited Liability Company,,DECEMBER,,Luxembourg,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,1,N,N,,N,,Y,1,N,,N,,N,,N,,"69,059,461.00",0,N,0,Y,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
PLRO,319377,,,802-129752,ERA,1872890,1,ATLANTICA VENTURES MANAGEMENT LLC,ATLANTICA VENTURES MANAGEMENT LLC,7761 DIAMONDBACK RD,,COLLEGE PARK,MD,United States,20740,N,202-247-5328,,2,,,,,,,,IHEANYICHUKWU KANU,DIRECTOR,2022475328,,7761 DIAMONDBACK RD,,COLLEGE PARK,MD,United States,20740,IK@ATLANTICAVENTURES.COM,,,ERA - Active,2/22/2024,,3/7/2025,21-Oct,Y,https://www.atlanticaventures.com,3,,,,,,,0,N,N,N,,CRD 319377,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,Y,Y,N,Y,3,N,N,,N,,N,,N,,N,,Y,3,N,,"49,481,035.00",0,Y,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,334172,,,802-131975,ERA,,,LSOF MANAGER LLC,LSOF MANAGER LLC,5 RENAISSANCE SQUARE,#11C,WHITE PLAINS,NY,United States,10601,N,917-880-8113,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,1/14/2025,,1/14/2025,21-Oct,N,,0,,,,,,,0,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,NY,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,0,0,Y,Y,Y,Y,Y,2,N,N,,N,,N,,N,,N,,N,,Y,2,"36,990,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
FWRO,157120,,,802-120213,ERA,,,"BRAZOS INVESTMENT PARTNERS I, L.P.","BRAZOS INVESTMENT PARTNERS I, L.P.",100 CRESCENT COURT,SUITE 1777,DALLAS,TX,United States,75201-7862,N,214.301.4201,214.756.6505,0,,,,,,,,MICHAEL D. SALIM,GENERAL COUNSEL,214.301.4203,214.756.6505,100 CRESCENT COURT,SUITE 1777,DALLAS,TX,United States,75201-7862,MSALIM@BRAZOSPARTNERS.COM,"CENTEROAK ADVISER, LP",,ERA - Active,12/22/2020,,3/27/2025,21-Oct,Y,HTTP://WWW.BRAZOSPARTNERS.COM,1,,,,,,,0,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,TX,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,1,N,N,,N,,Y,1,N,,N,,N,,N,,"38,403,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
CHRO,164385,,,802-76824,ERA,,,"CAPITAL MIDWEST ADVISORS II, LLC","CAPITAL MIDWEST ADVISORS II, LLC",10556 NORTH PORT WASHINGTON ROAD,SUITE 201,MEQUON,WI,United States,53092,N,414-453-4488,414-453-4831,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,6/14/2012,,2/27/2025,21-Oct,N,,0,,,,,,,0,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,WI,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,VENTURE CAPITAL ADVISOR,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,0,0,0,N,N,N,N,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"27,342,968.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,311322,,,802-119972,ERA,,,TEBUAH CAPITAL MANAGEMENT LLC,TEBUAH CAPITAL MANAGEMENT LLC,1345 AVENUE OF THE AMERICAS,2ND FL,NEW YORK,NY,United States,10105,N,646-734-9411,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,11/13/2020,,3/26/2025,21-Oct,N,,0,1 TRANS AM DRIVE,SUITE 400,OAKBROOK TERRACE,IL,United States,60181,1,N,N,N,,549300ZG4ZMA2SXZWM16,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,1,N,Y,1,N,,N,,N,,N,,N,,N,,"16,490,376.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,323144,,,802-126752,ERA,,,FORADA LIMITED,FORADA LIMITED,20 NORTH AUDLEY STREET,,"LONDON, GREATER LONDON",,United Kingdom,W1K 6LX,N,020 3931 9462,,0,,,,,,,,TARA HAMILTON,,020 3931 9462,,20 NORTH AUDLEY STREET,,LONDON,,United Kingdom,W1K 6LX,THAMILTON@FORADA.COM,,,ERA - Active,9/16/2022,,8/12/2024,21-Oct,Y,https://www.linkedin.com/company/forada,2,,,,,,,0,Y,N,N,,254900HP7CBLFSOBC349,N,Y,N,Corporation,,JUNE,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,1,Y,Y,1,N,,N,,N,,N,,N,,N,,"259,000,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,291355,,,802-112373,ERA,,,NEW GROUND VENTURES,"NGV MANAGEMENT, LLC",,,,,,,Y,203-293-6904,,1,855 EL CAMINO REAL,STE 13A-348,PALO ALTO,CA,United States,94301,N,,,,,,,,,,,,,,ERA - Active,1/2/2018,,3/29/2025,21-Oct,Y,HTTPS://WWW.NEWGROUND.VC,1,,,,,,,0,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,3,N,N,,N,,N,,N,,N,,Y,3,N,,"51,100,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,310333,,,802-128965,ERA,,,SHL CAPITAL,"SHL CAPITAL, LLC",,,,,,,Y,213-308-0799,,0,,,,,,,Y,,,,,,,,,,,,,,ERA - Active,9/27/2023,,3/20/2025,21-Oct,Y,https://shlcap.notion.site/shlcap/VC-c6c248692d04477a9b6cbf350f4334cd,2,PO BOX 3217,,SEATTLE,WA,United States,98114,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,33,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,317790,,,802-123041,ERA,,,EXCELL TECHNOLOGY VENTURES,"EXCELL TECHNOLOGY VENTURES, INC.",150 VERONA STREET,,ROCHESTER,NY,United States,14608-1733,N,585-204-0373,,0,,,,,,,,ALAN Z. LEE,CFO,585-204-0254,,150 VERONA STREET,,ROCHESTER,NY,United States,14608-1733,ALEE@EXCELLNY.COM,,,ERA - Active,12/14/2021,,1/2/2025,21-Oct,Y,https://www.excellny.com,4,,,,,,,0,N,N,N,,,N,Y,N,Corporation,,DECEMBER,NY,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,0,0,Y,N,Y,Y,Y,6,N,N,,N,,N,,N,,N,,Y,6,N,,"40,500,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,162753,,,802-76150,ERA,,,ACCENT EQUITY PARTNERS AB,ACCENT EQUITY PARTNERS AB,ENGELBREKTSGATAN 7,,STOCKHOLM,,Sweden,114 32,N,+46 8 545 073 00,,0,BOX 5784,,STOCKHOLM,,Sweden,114 87,N,,,,,,,,,,,,,,ERA - Active,3/30/2012,,4/3/2025,21-Oct,Y,https://www.linkedin.com/company/accent-equity,2,,,,,,,0,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,Sweden,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5,0,0,Y,N,Y,Y,Y,1,N,N,,N,,Y,1,N,,N,,N,,N,,"136,167,510.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,324370,,,802-128349,ERA,,,KORELYA CAPITAL,KORELYA CAPITAL SAS,101 RUE REAUMUR,,PARIS,,France,75002,N,33621027762,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,6/16/2023,,3/31/2025,21-Oct,Y,https://www.korelyacapital.com,3,,,,,,,0,Y,N,N,,,N,Y,N,Corporation,,DECEMBER,,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,N,N,N,Y,2,N,N,,N,,Y,2,N,,N,,N,,N,,"102,860,021.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
FWRO,137355,,,802-98343,ERA,,,"ROARING BLUE LION CAPITAL MANAGEMENT, L.P.","ROARING BLUE LION CAPITAL MANAGEMENT, L.P.",4443 NEWMORE AVE,,DALLAS,TX,United States,75209-3032,N,214-855-2430,214-855-2431,0,,,,,,,,BRAD BERRY,PARTNER & CHIEF COMPLIANCE OFFICER,214-855-2433,214-855-2431,4443 NEWMORE AVE,,DALLAS,TX,United States,75209-3032,BRAD@BLUELIONCAP.COM,,,ERA - Active,5/21/2015,,2/12/2025,21-Oct,Y,HTTPS://WWW.BLUELIONCAP.COM,1,,,,,,,0,N,N,N,,,N,Y,N,Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,N,Y,Y,Y,1,Y,Y,1,N,,N,,N,,N,,N,,N,,"72,352,273.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
DRO,327478,,,802-128909,ERA,,,"LONGSHIP CAPITAL MANAGEMENT, LLC","LONGSHIP CAPITAL MANAGEMENT, LLC",10011 CENTENNIAL PARKWAY,SUITE 450,SANDY,UT,United States,84070,N,310-699-8107,,1,,,,,,,,,,,,,,,,,,,,,ERA - Active,9/18/2023,,3/18/2025,21-Oct,Y,https://twitter.com/BankTechVC/,3,2420 17TH STREET,SUITE 240,DENVER,CO,United States,80202,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"122,091,837.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,163904,,,802-76616,ERA,,,"HG CAPITAL, LLC","HG CAPITAL, LLC",633 MENLO AVENUE,SUITE 200,MENLO PARK,CA,United States,94025,N,650-322-3400,650-327-3429,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,4/23/2012,,3/31/2025,21-Oct,Y,HTTP://WWW.HGRE.COM,1,,,,,,,0,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,0,0,0,Y,Y,Y,Y,Y,5,N,N,,N,,N,,Y,5,N,,N,,N,,"99,533,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
LARO,326408,,,802-128167,ERA,,,MONARCH COLLECTIVE,"MONARCH COLLECTIVE FUND MANAGEMENT, LP",,,,,,,Y,312-515-9851,,1,6230 WILSHIRE BOULEVARD,SUITE A #2223,LOS ANGELES,CA,United States,90048,N,,,,,,,,,,,,,,ERA - Active,5/17/2023,,4/17/2025,21-Oct,Y,HTTPS://WWW.LINKEDIN.COM/COMPANY/MONARCH-COLLECTIVE-LLC/,4,,,,,,,0,N,N,N,,,Y,N,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"206,476,320.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
CHRO,282974,,,802-107436,ERA,,,CAPITAL MIDWEST ADVISORS III,"CAPITAL MIDWEST ADVISORS III, LLC","10556 NORTH PORT WASHINGTON ROAD,",SUITE 201,MEQUON,WI,United States,53092,N,414-453-4488,414-453-4831,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/10/2016,,2/27/2025,21-Oct,N,,0,,,,,,,0,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,WI,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,ADVISOR TO VENTURE CAPITAL FUND,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,0,0,0,N,N,N,N,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"86,392,265.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,162520,,,802-76069,ERA,,,"SANDERLING MANAGEMENT COMPANY, LLC","SANDERLING MANAGEMENT COMPANY, LLC",1300 S EL CAMINO REAL,SUITE 203,SAN MATEO,CA,United States,94402-1703,N,650 401 2000,650 375 7077,0,,,,,,,,FRED A. MIDDLETON,MANAGING DIRECTOR,6504012000,,1300 S EL CAMINO REAL,SUITE 203,SAN MATEO,CA,United States,94402,FMIDDLETON@SANDERLING.COM,,,ERA - Active,3/30/2012,,4/2/2025,21-Oct,Y,HTTP://WWW.SANDERLING.COM/,1,,,,,,,0,N,N,N,,,Y,N,Y,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,9,0,0,Y,N,Y,Y,Y,15,N,N,,N,,N,,N,,N,,Y,15,N,,"157,280,519.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
MIRO,334699,,,802-131989,ERA,1951110,1,E2JDJ,E2JDJ DELTA LP,,,,,,,Y,3373566532,,0,,,,,,,,STEPHANIE DORSEY,PARTNER,3233266261,,504 WILD CHERRY LANE,,BREAUX BRIDGE,LA,United States,70517,STEPHANIE@E2JDJ.COM,,,ERA - Active,1/16/2025,,1/16/2025,21-Oct,Y,https://www.e2jdj.com/,3,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"6,377,920.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,161780,,,802-74584,ERA,,,CALUNIUS CAPITAL LLP,CALUNIUS CAPITAL LLP,"4TH FLOOR, 4-12 REGENT STREET",REX HOUSE,LONDON,,United Kingdom,SW1Y 4PE,N,4.47974E+11,,0,,,,,,,,MICHAEL ROBERT SMITH,,4.47974E+11,,"4TH FLOOR, 4-12 REGENT STREET",REX HOUSE,LONDON,,United Kingdom,SW1Y 4PE,MICK.SMITH@CALUNIUS.COM,,,ERA - Active,3/13/2012,,2/5/2025,21-Oct,Y,HTTP://WWW.CALUNIUS.COM/,1,,,,,,,0,Y,N,N,,,N,Y,N,Limited Liability Partnership,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,N,Y,3,N,N,,N,,N,,N,,N,,N,,Y,3,"78,440,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,304934,,,802-118544,ERA,,,THE PARAGON PARTNERS FUND III GMBH & CO. KG,THE PARAGON PARTNERS FUND III GMBH & CO. KG,LEOPOLDSTRASSE 10,,MUNICH,,Germany,80802,N,0049-89-38-88-70-0,0049 89 38887015,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/27/2020,,3/10/2025,21-Oct,Y,HTTPS://www.paragon.de/,1,,,,,,,0,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,,Germany,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3,0,0,Y,N,Y,Y,Y,1,Y,N,,N,,Y,1,N,,N,,N,,N,,"648,976,653.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
